"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08"
"Bradley","TN","Cleveland, TN","47","011",580,159900,162900,159900,159900,159900,159900,159900,159900,159900,159900,159900,159900,156550,149900,150000,149900,150000,152000,155000,156000,157900,157000,157700,154900,149900,150000,149500,153950,149900,151500,152000,149900,150000,149900,150000,149900,149900,149900,159500,160000,165000,164900,165900,164900,159950,159900,159900,159900,155000,156075,159900,166000,169000,169900,169900,169000,169900,169900,173950,169900,159900,164900,159900,159900,167450,170000,169900,179900,184250,169900,179000,178900,175000,177000,183700,184900,179000,182450,180900,182500,180950,189900,179900,189900,189900,189900,189900,194900,198000,194900,194900,199900,199900,204900,200950,199999,216900,206450,199000,202900,199999,203900,199900,204900
"Highlands","FL","Sebring, FL","12","055",581,139900,139900,139000,135000,130000,129900,129000,125000,125000,119900,118700,117500,115000,109900,112000,112350,110000,109900,109000,108950,105000,99950,104900,99000,98000,94900,94900,89900,89500,88900,85000,85000,85000,85000,86950,85000,85750,89000,89900,89900,94900,96000,95000,94500,90000,94900,95000,97500,97900,101500,109250,106850,110000,114900,105500,109500,110997.5,114900,115000,118500,119900,124500,125000,126450,128500,128000,129900,130900,133500,134900,136400,137999,139900,140950,139900,140000,149000,145000,149000,149900,150000,154900,154900,154900,157250,149900,149050,148900,148000,149000,145000,148500,149900,154900,156900,155900,154900,157400,154900,154900,159900,159900,159900,159900
"Nevada","CA","Grass Valley, CA","06","057",582,419000,410000,399000,396500,399000,414750,399000,399000,399000,396000,389700,359000,350000,349900,350000,349950,350000,366500,369000,359950,353000,349500,325000,317000,299900,299900,299000,325000,327500,339000,349000,345000,339500,340000,349999,335000,339000,349900,359950,369450,384950,399000,395500,390000,385000,385000,385000,375000,360000,359000,377000,380826,405900,414719,419000,414769,4e+05,399900,399000,399900,400975,404500,424950,425000,425000,429000,433500,429000,446500,449000,449000,449000,449000,429500,440000,449000,465000,489000,499000,499925,510000,505000,499000,499000,504250,510000,5e+05,516500,499900,508000,523450,530000,525000,504500,525000,520500,519000,525000,529000,525000,525000,524900,509000,499000
"Eau Claire","WI","Eau Claire, WI","55","035",583,159900,156375.5,149900,144900,144900,144900,141400,141400,144500,139900,139900,139900,139900,134900,136900,137363.5,139900,135000,136900,138900,137900,137400,137900,134900,132900,129900,129900,132000,134900,134900,134900,129900,129900,127500,126500,127500,129900,129900,134500,139900,144900,145400,144900,139900,139900,137900,135450,135900,134900,143400,140912.5,144950,147200,145000,149400,144900,139900,134958.5,134900,134800,139900,139900,147900,144900,149000,149000,149900,146040,149900,154900,154900,159700,159900,159500,159900,159900,159900,159500,159900,159900,162450,162650,164900,165900,179900,184000,185900,184950,192900,189000,187400,179900,182950,174900,184900,189900,189900,199900,198950,194400,199900,215000,216700,209900
"Wicomico","MD","Ocean City, MD","24","045",584,188900,184000,180000,179900,179900,179900,178000,175999,179900,175000,175000,170000,169900,169900,169900,169900,169900,169900,162000,164700,164900,162000,161900,160000,159900,157900,159900,158900,159900,159900,159900,159900,159900,154900,158950,154950,153397.5,150000,149900,159900,159900,162850,159950,165000,159900,159000,159000,154825,149900,154900,159900,159900,163000,165900,169000,165000,159900,157700,154900,154900,159450,159000,155000,157500,157700,159900,159900,159900,159900,159900,162500,159000,155900,159000,159000,159900,159999,160000,160000,159900,159900,156900,150000,149900,148900,149900,154005.5,159900,159900,163000,164900,164450,164400,159900,159900,159000,157450,159000,159900,164900,165000,169900,175000,170750
"Madison","TN","Jackson, TN","47","113",585,123900,121500,124900,124900,124900,126200,129900,128000,125900,122500,121900,119900,119900,118150,119900,119250,119900,119250,117500,115000,119449.5,117500,117700,112250,113950,116400,115418,117900,117900,119500,122000,122000,119900,119900,119900,121950,119900,119950,123800,125450,127500,127500,124900,124900,123500,124900,124900,124900,124900,125000,129900,129900,133200,132150,134900,134900,130000,131900,134950,126000,124900,128900,128400,134500,139700,139950,144300,145000,139900,139900,139900,139900,139900,139900,139900,144900,144900,144000,139900,139900,139900,139900,142000,141500,139200,134900,136000,134950,144900,149900,142500,149200,149450,148450,155000,150000,154900,139900,139900,141750,142900,139900,147500,147700
"Cleveland","NC","Shelby, NC","37","045",586,119900,116450,115000,115000,115000,110000,110950,115000,115850,116000,116000,115000,110000,109900,109900,115900,119900,122000,124900,125750,128000,125900,125000,125000,129000,122450,121500,119900,120750,124250,120000,124900,119000,119300,125000,125450,120000,119900,123200,124900,125000,124500,127900,125000,129000,129000,127000,119950,119000,124900,135000,135500,139000,140000,139500,139000,139900,138900,134950,138900,139000,139900,129900,134900,136450,135000,139900,144900,144900,134900,133990,132000,129900,129900,129900,129900,127750,129900,134900,132000,135450,139900,134900,132900,131495,129900,129900,130000,139900,141000,135000,138000,139900,134900,135000,135000,135000,135000,139900,150000,155000,154900,155000,153500
"Fairbanks North Star","AK","Fairbanks, AK","02","090",587,218000,222400,211450,225000,232900,234450,234900,235000,230000,231450,222400,223000,225000,222500,229900,229900,225000,226450,229900,225000,220000,219900,216000,219900,216500,219900,219900,220000,229900,229900,229000,225000,224900,224900,219250,219900,222900,219900,224900,225000,225000,224900,223000,219900,211750,214900,207500,199900,194900,199900,204450,214900,215000,215000,215000,214900,209450,199000,189900,189900,197000,199947.5,219900,219900,219900,219900,213450,207900,207500,199900,199000,197425,199900,199999.5,224000,224900,226000,228000,224900,224900,224900,219250,219500,215000,213250,214900,213900,219900,219700,214900,217500,219900,219900,214900,198950,199900,204700,209950,215900,239900,229950,234700,239700,240000
"Cape May","NJ","Ocean City, NJ","34","009",588,495750,495000,489000,479000,479000,495000,495500,490000,495750,479000,469900,459000,449000,439700,440333,435250,439000,425000,419900,410500,419900,399000,399000,387750,394750,389900,399900,395000,375000,370500,375000,369000,374900,374900,379000,379900,389650,389900,399000,389900,397950,391450,389000,384500,399000,399900,409000,419000,419000,419000,399900,399000,399000,399000,379900,379000,385000,385000,389000,389000,393000,399000,399000,399000,385000,374000,369000,369900,379000,389900,389900,389900,384900,389900,389000,397900,399000,399000,399000,399000,398950,398900,395000,395000,399000,394900,389000,379900,379900,375000,379000,375000,399000,399000,399000,399000,399900,415000,409900,399900,399000,407000,399900,402499.5
"Roanoke City","VA","Roanoke, VA","51","770",589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122700,124900,125925,128450,126950,126925,124950,124950,120950,119950,119950,119500,119900,122950,124950,124974.5,124825,124700,124225,124000,124950,121500,119925,119900,116500,119900,124950,124950,124900,122625,121900,124812.5,119950,119950,119950,124900,125000,125000,129500,129900,129950,129950,129972.5,129950,129700,129900,125400,129500,129500,127250,133500,137000,134962.5,134975,130500
"Daviess","KY","Owensboro, KY","21","059",590,129900,128900,129900,129900,125400,124900,119900,112900,112000,114900,114900,115900,119500,119750,120000,124900,124900,120900,119900,119317.5,116250,117500,114900,114900,114900,114900,116950,119900,119900,129900,137500,136500,129900,127900,129900,129948.5,127000,129900,129900,129900,127000,124900,126500,124900,129900,139500,134900,129900,129900,129900,129900,135950,139894,134900,134900,137900,134900,137900,139500,136000,139500,139900,144000,146900,157214,158900,155500,154900,154900,154900,149900,149900,147500,149500,152900,149950,149900,150000,159900,149900,159900,159900,169500,169900,169700,165900,169900,179900,181900,169900,178900,179900,180400,172300,182700,189900,198950,193800,189900,193550,195808,196550,192400,196400
"Craighead","AR","Jonesboro, AR","05","031",591,149900,149500,145900,143500,145850,145000,139900,143450,147500,139900,139900,139300,134900,135000,136000,136900,135000,134900,135000,139900,139500,139500,139900,139900,137500,135000,132000,139200,139900,139925,143000,147500,151900,153000,152000,152000,149900,149900,148500,149900,149900,149950,148900,149000,149625,153000,149900,149000,149900,159900,159000,158350,157000,159900,159900,159900,159900,159900,159900,154900,154900,155200,150000,159000,159500,159900,159900,159700,164900,169700,168500,174400,177900,179850,174900,158899.5,185000,185000,177250,172500,168950,168900,165000,165000,164900,169900,171450,179200,174000,165000,162500,163500,164950,169500,168450,163700,165250,174945,175000,178000,174900,174900,175000,174900
"Cabell","WV","Huntington, WV","54","011",592,134900,130000,139450,139900,139000,139000,134900,129900,128500,127720,129000,119000,119000,124900,130000,129900,135000,130000,129000,123950,122250,124900,124950,125000,124900,124900,124900,124900,119000,119900,124000,129000,124900,124900,129700,125000,125500,129900,133500,133000,135500,134950,129900,129900,129900,129999.5,130000,129900,133450,134900,137250,139200,147500,142750,142250,142500,139625,138450,139000,139900,135000,135000,134900,136650,139500,137500,132000,132500,133250,137750,139900,142900,139000,137500,138000,139950,144700,139950,134900,129900,129900,128000,128999.5,126900,129900,126900,129450,129900,129900,129900,129900,124900,124900,119999.5,119000,119000,125000,119999.5,124900,129000,129900,129000,129900,125500
"Lafourche","LA","Houma, LA","22","057",593,159000,154650,159900,159900,154500,159000,161000,164950,169000,167500,165000,159950,160750,159000,156500,150000,153950,151437.5,152437.5,151000,154750,154500,158900,169000,169900,169900,170000,163450,159000,157000,160000,156500,169200,164500,164900,164500,168100,165000,168900,172000,169950,171900,172000,170900,171900,169900,165700,165000,164125,165700,170000,170000,170330,170000,174000,174700,176900,182900,180650,180650,185000,187900,185250,183490,180000,179900,178900,175000,172500,178500,175000,169000,183000,189000,189900,188500,188750,189900,190000,186750,184500,184750,179950,184500,175000,175000,175000,179900,180000,180000,182000,179900,179000,179000,179500,180000,179500,180000,180000,181000,179500,179700,180000,184000
"Floyd","GA","Rome, GA","13","115",594,119900,119900,119900,124900,119000,119000,119900,119950,119900,118900,119900,120000,119900,110000,114900,115000,114900,111450,109950,116000,119000,119000,109900,109000,115000,110500,114900,109000,107250,114060,110000,117000,115000,115000,119000,114800,112000,114800,119900,119900,119900,124900,124900,129000,129900,129850,126500,124900,119900,119900,124450,125000,129900,129900,129900,129900,129900,129900,129900,128750,129900,134900,134900,135000,138400,139500,139500,134900,135000,137500,136950,135000,132739.5,129900,135000,139900,148450,149500,139900,143388.5,144950,147000,149250,149900,149900,145000,147999.5,149900,151450,159900,159900,158900,158900,160000,159900,159900,159900,158450,159737.5,159900,169900,172900,163700,157900
"Monongalia","WV","Morgantown, WV","54","061",595,194900,197500,194450,197000,198000,199000,199000,199500,198500,2e+05,203450,199850,198500,189999,189900,190000,189997.5,195000,197950,197900,199950,199900,199900,199000,199500,195000,194900,189999,192000,195000,196698,195000,197382,196698,195000,195000,199700,199700,197382,194950,199000,199000,2e+05,199000,199500,190000,190000,189900,194250,193500,208000,215000,223499.5,229000,229900,232473,229675,231750,229900,230000,229900,233000,229950,232500,232900,233450,229900,228000,234900,236000,238000,230000,239000,226778,231000,239000,243500,244250,239000,242000,244900,238500,244500,245862.5,239900,236500,238000,243000,250000,249900,249000,242500,245000,234950,237250,242500,245500,237265,249000,250000,249997.5,249999.5,250500,249800
"Garland","AR","Hot Springs, AR","05","051",596,179900,179900,180000,179500,183500,185000,186000,185000,189000,185000,184900,182000,184500,160000,176500,176000,179000,178000,175000,169900,169900,168500,167400,165908,165000,165000,169900,175000,179000,178900,173512,169900,168000,165000,159900,159000,156000,159900,160000,164850,164500,160000,160000,159900,159900,145450,139900,139500,137500,131900,135000,139900,141500,147250,144900,144900,140000,145000,144900,144900,144500,146900,149600,151500,169900,168000,174150,175000,179900,179000,167500,165000,169900,169900,172700,172000,175000,179900,179900,179900,179900,180000,188250,184900,179950,180000,179000,189900,199900,199250,199500,199000,199900,197500,199500,199250,197500,197500,207450,214000,212000,209900,212000,199500
"Nash","NC","Rocky Mount, NC","37","127",597,142900,142900,147900,144900,144900,141500,139900,139900,140000,140750,142700,139900,139900,139900,139450,138950,139000,135000,134800,134900,138900,135500,134900,129900,129900,129900,132000,126900,129900,128500,129900,126900,125000,128600,127900,126000,124937.5,127400,129000,129900,129900,129900,129000,129900,129900,129900,125000,124700,124900,124900,125000,127500,126900,127250,129900,129900,129900,129500,129900,128900,129900,129000,129900,129900,129900,129900,130000,129900,134000,130000,129900,128850,129900,134450,134950,139800,137500,138900,139900,139900,140900,139900,137000,138500,136900,137800,134000,139174,139500,139900,142900,140000,144495,139999,149900,145900,149900,155000,162000,155000,159450,161750,160000,164900
"Flagler","FL","Palm Coast, FL","12","035",598,205000,209000,208500,199900,199000,195000,189900,189900,184900,182995,179000,175000,174950,170000,164900,157900,152700,150000,149900,149500,149000,149750,149000,142800,144500,149000,150000,150995,159900,160000,159990,157900,155500,157000,159900,160000,170000,170000,176150,184900,187500,189000,199000,199000,195000,189900,189900,189900,185000,187900,189900,198000,199000,199900,199900,199900,205945,209900,214949.5,212450,215000,225000,224995,224900,229900,239945,239990,244950,251990,254990,265000,270465,261440,269900,265000,271940,271940,274000,274999.5,269900,269900,274999.5,269900,268500,269000,275000,275940,273825,265990,265000,269900,265000,269000,264900,264900,259944.5,261500,264900,267990,274000,275000,279000,279977,277445
"Portsmouth City","VA","Virginia Beach, VA","51","740",599,160000,163900,164900,165000,160000,159000,159000,159000,159000,157000,154900,149900,148450,148000,149700,144900,145000,145000,143950,142560,139900,139900,143900,139900,137500,139250,135900,130000,129950,136450,135900,139700,137000,138250,139000,142500,147900,145000,149500,150950,149900,149900,150000,150000,144500,140000,140000,140000,139900,139900,140000,145500,145000,144421,145000,140000,139900,139000,140000,139900,140000,140000,144900,149900,149900,150000,149900,147000,149000,149360,145450,145000,144900,145000,149000,150000,146000,149500,149900,150500,149900,155000,149900,149900,145000,149000,152750,156900,159900,159900,162000,159000,159900,157500,157900,155000,154900,149949.5,150000,154950,160000,157700,157900,159000
